application_id,continent,applicant_country,visa_type,processing_center,application_date,biometrics_date,biometrics_delay_days,decision_date,processing_days,document_verification_delay,employer,employer_size,salary_usd,applicant_age,education_level,has_job_experience,full_time_flag,case_status,fraud_risk_score,sponsor_country
APP031785,Asia,UAE,L1,San Francisco Consulate,12-04-2019,05-05-2019,23,08-07-2019,87,4,N/A,0,0,38,Bachelor's,Y,N,Approved,0.209,N/A
APP031786,Africa,Egypt,J1,Delhi Consulate,12-05-2022,07-06-2022,26,06-06-2022,25,15,InfoCorp,697,25543,40,Bachelor's,Y,Y,Approved,0.23,Egypt
APP031787,North America,USA,Family,Chicago Consulate,23-03-2020,02-04-2020,10,10-06-2020,79,9,InfoCorp,154,32394,44,Bachelor's,Y,N,Approved,0.182,USA
APP031788,Europe,Italy,Work (Other),Berlin Consulate,26-02-2023,06-03-2023,8,27-05-2023,90,9,EduWorld,3727,40189,33,PhD,N,Y,Approved,0.258,Italy
APP031789,Europe,Netherlands,Work (Other),Paris Consulate,13-03-2021,13-04-2021,31,04-07-2021,113,14,TechSolutions,224,53344,32,Bachelor's,N,Y,Approved,0.18,Netherlands
APP031790,Europe,France,H4,San Francisco Consulate,17-12-2018,22-01-2019,36,01-03-2019,74,17,BuildIt,489,12973,27,Bachelor's,Y,Y,Approved,0.217,France
APP031791,Europe,Netherlands,Family,Mumbai Consulate,15-05-2024,02-06-2024,18,15-07-2024,61,5,FinServ,84,24208,24,Bachelor's,Y,Y,Approved,0.14,Netherlands
APP031792,Asia,UAE,Student (Other),Chennai Consulate,30-01-2021,12-02-2021,13,02-05-2021,92,0,TechSolutions,101,15311,27,Master's,Y,Y,Approved,0.113,UAE
APP031793,North America,USA,J1,Hyderabad Consulate,19-03-2025,05-04-2025,17,07-05-2025,49,4,N/A,0,0,49,Diploma,Y,N,Denied,0.215,N/A
APP031794,Africa,Kenya,Tourist,Mumbai Consulate,16-07-2023,03-09-2023,49,21-08-2023,36,5,N/A,0,0,44,Diploma,Y,Y,Approved,0.284,N/A
APP031795,South America,Argentina,Work (Other),Chennai Consulate,24-12-2022,06-01-2023,13,21-04-2023,118,3,MediHealth,191,15271,39,Bachelor's,Y,Y,Approved,0.115,Argentina
APP031796,South America,Brazil,J1,Bangalore Consulate,16-07-2023,09-08-2023,24,21-08-2023,36,2,GlobalHire,598,15724,46,Bachelor's,N,N,Approved,0.219,Brazil
APP031797,Europe,Netherlands,H4,Delhi Consulate,23-11-2018,30-11-2018,7,30-01-2019,68,5,N/A,0,0,26,Master's,Y,Y,Approved,0.182,N/A
APP031798,North America,Mexico,B1/B2,Sydney Consulate,21-02-2018,12-03-2018,19,31-03-2018,38,3,BuildIt,42,14759,24,Bachelor's,N,Y,Approved,0.243,Mexico
APP031799,Asia,Bangladesh,Business,Dubai Consulate,13-03-2018,18-04-2018,36,18-03-2018,5,2,GlobalHire,156,30882,32,Bachelor's,Y,Y,Denied,0.232,Bangladesh
APP031800,South America,Colombia,Student (Other),Delhi Consulate,07-11-2022,28-11-2022,21,29-01-2023,83,3,FinServ,2540,11179,21,PhD,Y,Y,Approved,0.127,Colombia
APP031801,North America,Canada,Family,Delhi Consulate,23-11-2023,02-12-2023,9,29-02-2024,98,3,FinServ,1693,10490,32,Bachelor's,Y,N,Denied,0.14,Canada
APP031802,Oceania,New Zealand,H4,Paris Consulate,01-03-2020,05-03-2020,4,08-05-2020,68,8,FinServ,173,27001,23,Bachelor's,N,N,Approved,0.154,New Zealand
APP031803,South America,Colombia,H4,Delhi Consulate,27-12-2021,20-01-2022,24,22-02-2022,57,1,MediHealth,323,14083,43,High School,Y,N,Approved,0.245,Colombia
APP031804,Oceania,Australia,F1,Sydney Consulate,03-04-2018,27-04-2018,24,17-07-2018,105,14,BuildIt,1390,11474,18,Master's,N,N,Denied,0.109,Australia
APP031805,Europe,France,H1B,Mumbai Consulate,14-07-2024,14-08-2024,31,15-11-2024,124,4,FinServ,208,21746,28,Master's,Y,Y,Approved,0.084,France
APP031806,North America,USA,L1,Sydney Consulate,09-12-2024,29-12-2024,20,17-03-2025,98,0,N/A,0,0,36,Bachelor's,Y,N,Approved,0.169,N/A
APP031807,Asia,Bangladesh,J1,New York Consulate,10-04-2023,20-04-2023,10,23-05-2023,43,0,FinServ,275,25751,26,Diploma,Y,Y,Approved,0.198,Bangladesh
APP031808,Oceania,New Zealand,L1,Delhi Consulate,07-08-2022,25-08-2022,18,23-10-2022,77,3,TechSolutions,933,43206,30,Master's,Y,Y,Approved,0.271,New Zealand
APP031809,Europe,Italy,Tourist,Berlin Consulate,21-11-2021,13-12-2021,22,18-01-2022,58,11,InfoCorp,666,14302,29,Bachelor's,Y,Y,Approved,0.176,Italy
APP031810,South America,Argentina,L1,Chennai Consulate,31-05-2023,25-06-2023,25,13-09-2023,105,1,EduWorld,786,41508,33,Master's,Y,Y,Approved,0.239,Argentina
APP031811,Africa,Ghana,Work (Other),Chennai Consulate,16-11-2018,22-11-2018,6,28-02-2019,104,5,N/A,0,0,42,Diploma,Y,Y,Approved,0.158,N/A
APP031812,Asia,Pakistan,Family,San Francisco Consulate,16-03-2022,24-03-2022,8,03-07-2022,109,2,N/A,0,0,27,Bachelor's,Y,Y,Approved,0.156,N/A
APP031813,North America,USA,Student (Other),Chennai Consulate,04-03-2021,04-03-2021,0,26-05-2021,83,0,MediHealth,872,13540,26,Master's,Y,Y,Approved,0.165,USA
APP031814,Africa,Kenya,J1,San Francisco Consulate,27-09-2021,24-10-2021,27,05-12-2021,69,2,MediHealth,49,9171,21,Diploma,N,N,Approved,0.16,Kenya
APP031815,Asia,Japan,H4,Chicago Consulate,31-08-2018,10-09-2018,10,19-10-2018,49,11,N/A,0,0,27,Diploma,N,Y,Withdrawn,0.169,N/A
APP031816,Europe,Germany,Business,Hyderabad Consulate,21-12-2020,31-12-2020,10,02-01-2021,12,0,GlobalHire,804,1000,37,Bachelor's,Y,Y,Denied,0.2,Germany
APP031817,Europe,Poland,B1/B2,San Francisco Consulate,30-05-2020,19-06-2020,20,02-06-2020,3,0,BuildIt,326,27301,40,Bachelor's,N,N,Approved,0.284,Poland
APP031818,North America,Canada,Family,Tokyo Consulate,15-01-2019,25-01-2019,10,29-04-2019,104,1,MediHealth,476,28812,43,Master's,Y,Y,Approved,0.124,Canada
APP031819,Oceania,New Zealand,Student (Other),Sydney Consulate,28-05-2023,04-06-2023,7,27-08-2023,91,2,GlobalHire,144,14054,21,Master's,N,Y,Denied,0.235,New Zealand
APP031820,Europe,Netherlands,L1,Paris Consulate,28-06-2018,06-07-2018,8,01-11-2018,126,2,N/A,0,0,38,Bachelor's,N,N,Denied,0.197,N/A
APP031821,Europe,France,Tourist,Mumbai Consulate,12-08-2021,25-08-2021,13,17-09-2021,36,0,TechSolutions,680,17434,38,Bachelor's,N,N,Approved,0.202,France
APP031822,North America,USA,L1,Bangalore Consulate,14-04-2025,21-04-2025,7,27-07-2025,104,4,GlobalHire,344,116538,32,High School,N,N,Approved,0.186,USA
APP031823,North America,Mexico,Work (Other),Toronto Consulate,03-12-2018,13-12-2018,10,19-02-2019,78,0,TechSolutions,160,25221,24,High School,Y,Y,Approved,0.184,Mexico
APP031824,Asia,Japan,J1,Berlin Consulate,31-01-2023,12-02-2023,12,03-03-2023,31,10,EduWorld,731,2636,42,Bachelor's,Y,Y,Approved,0.26,Japan
APP031825,Oceania,New Zealand,Business,Tokyo Consulate,20-07-2019,22-07-2019,2,08-09-2019,50,9,GlobalHire,106,28522,44,Master's,Y,N,Denied,0.217,New Zealand
APP031826,Europe,France,Family,London Consulate,21-01-2022,07-02-2022,17,28-05-2022,127,1,InfoCorp,886,18609,33,Bachelor's,Y,N,Denied,0.301,France
APP031827,Europe,Germany,Business,Delhi Consulate,06-02-2024,26-02-2024,20,26-03-2024,49,4,InfoCorp,570,26884,30,PhD,Y,Y,Approved,0.314,Germany
APP031828,South America,Colombia,Student (Other),Berlin Consulate,08-05-2018,11-05-2018,3,17-07-2018,70,10,EduWorld,212,5062,22,Bachelor's,Y,Y,Approved,0.34,Colombia
APP031829,Asia,China,L1,Sydney Consulate,19-10-2018,01-11-2018,13,17-02-2019,121,2,InfoCorp,133,54235,43,High School,Y,Y,Approved,0.08,China
APP031830,Africa,Nigeria,L1,San Francisco Consulate,04-01-2022,07-01-2022,3,19-05-2022,135,4,BuildIt,421,23139,33,Bachelor's,N,N,Approved,0.069,Nigeria
APP031831,South America,Chile,L1,Toronto Consulate,13-01-2021,28-01-2021,15,17-04-2021,94,3,InfoCorp,186,33802,28,Diploma,Y,Y,Approved,0.163,Chile
APP031832,Africa,South Africa,L1,San Francisco Consulate,26-12-2023,05-01-2024,10,14-03-2024,79,2,GlobalHire,1972,83647,34,Master's,N,Y,Approved,0.219,South Africa
APP031833,Oceania,New Zealand,Work (Other),San Francisco Consulate,05-07-2024,05-07-2024,0,26-10-2024,113,2,MediHealth,1923,50380,36,Bachelor's,N,N,Denied,0.115,New Zealand
APP031834,Africa,Ghana,Work (Other),Berlin Consulate,02-01-2022,15-01-2022,13,28-03-2022,85,6,MediHealth,184,24153,26,Bachelor's,Y,Y,Approved,0.195,Ghana
APP031835,Oceania,Australia,J1,Berlin Consulate,25-06-2025,06-07-2025,11,29-09-2025,96,4,BuildIt,120,11856,30,PhD,Y,N,Withdrawn,0.182,Australia
APP031836,Europe,UK,Business,Toronto Consulate,09-10-2023,18-10-2023,9,21-11-2023,43,7,MediHealth,519,18752,60,Master's,N,Y,Approved,0.226,UK
APP031837,Europe,France,Business,Paris Consulate,25-08-2018,21-09-2018,27,29-08-2018,4,1,FinServ,765,18660,32,Bachelor's,N,N,Approved,0.201,France
APP031838,North America,Mexico,B1/B2,Bangalore Consulate,08-06-2024,30-06-2024,22,07-07-2024,29,6,EduWorld,493,29489,38,Bachelor's,Y,N,Approved,0.288,Mexico
APP031839,Europe,France,H1B,Chennai Consulate,25-11-2019,25-11-2019,0,10-03-2020,106,2,GlobalHire,294,44235,37,PhD,N,N,Approved,0.122,France
APP031840,Oceania,Australia,Business,New York Consulate,03-12-2020,11-12-2020,8,03-01-2021,31,0,GlobalHire,2550,22077,44,Diploma,Y,Y,Approved,0.255,Australia
APP031841,Asia,Bangladesh,Student (Other),Hyderabad Consulate,23-06-2022,13-07-2022,20,30-08-2022,68,2,InfoCorp,329,12910,18,Master's,Y,N,Approved,0.335,Bangladesh
APP031842,Africa,Kenya,Work (Other),Chicago Consulate,09-12-2022,31-12-2022,22,02-03-2023,83,3,GlobalHire,267,33250,45,Bachelor's,Y,Y,Approved,0.132,Kenya
APP031843,Oceania,Australia,L1,Dubai Consulate,30-03-2021,10-04-2021,11,04-07-2021,96,1,N/A,0,0,33,Master's,Y,Y,Denied,0.177,N/A
APP031844,Oceania,Australia,H1B,Toronto Consulate,19-03-2018,31-03-2018,12,05-08-2018,139,1,InfoCorp,117,127193,41,Bachelor's,Y,N,Approved,0.213,Australia
APP031845,Oceania,Australia,Family,Delhi Consulate,29-05-2021,19-06-2021,21,21-08-2021,84,4,N/A,0,0,36,Master's,Y,N,Denied,0.177,N/A
APP031846,Oceania,Australia,F1,Bangalore Consulate,07-04-2019,16-04-2019,9,26-07-2019,110,7,MediHealth,911,9044,19,Bachelor's,Y,Y,Denied,0.316,Australia
APP031847,Europe,Netherlands,Tourist,Delhi Consulate,14-01-2021,26-01-2021,12,31-01-2021,17,14,EduWorld,128,21406,37,Bachelor's,Y,Y,Approved,0.191,Netherlands
APP031848,Oceania,New Zealand,Work (Other),Sydney Consulate,05-10-2020,26-10-2020,21,31-01-2021,118,8,BuildIt,105,52386,29,Bachelor's,Y,Y,Withdrawn,0.153,New Zealand
APP031849,Asia,Pakistan,Business,Toronto Consulate,04-06-2024,12-06-2024,8,16-06-2024,12,2,BuildIt,611,21860,24,Bachelor's,N,Y,Approved,0.226,Pakistan
APP031850,South America,Argentina,F1,Hyderabad Consulate,21-01-2018,22-02-2018,32,29-04-2018,98,0,EduWorld,260,14843,21,Bachelor's,Y,N,Approved,0.214,Argentina
APP031851,Africa,South Africa,F1,Dubai Consulate,21-11-2022,03-12-2022,12,16-02-2023,87,0,MediHealth,1790,7631,22,Bachelor's,Y,Y,Approved,0.229,South Africa
APP031852,North America,Mexico,F1,Paris Consulate,29-06-2019,01-08-2019,33,22-10-2019,115,1,InfoCorp,2063,11143,28,Bachelor's,Y,Y,Approved,0.148,Mexico
APP031853,South America,Brazil,Student (Other),Paris Consulate,13-03-2021,15-04-2021,33,26-05-2021,74,5,GlobalHire,1279,15093,26,Master's,Y,Y,Denied,0.17,Brazil
APP031854,South America,Argentina,H1B,Bangalore Consulate,25-02-2020,06-03-2020,10,28-06-2020,124,2,InfoCorp,918,56915,41,Master's,Y,Y,Approved,0.126,Argentina
APP031855,Europe,Poland,Student (Other),Chicago Consulate,09-09-2019,15-09-2019,6,06-12-2019,88,2,N/A,0,0,22,Bachelor's,Y,Y,Approved,0.241,N/A
APP031856,Europe,UK,J1,Berlin Consulate,23-03-2021,08-04-2021,16,28-05-2021,66,4,N/A,0,0,29,Diploma,Y,Y,Approved,0.197,N/A
APP031857,Asia,Pakistan,Business,Sydney Consulate,14-10-2023,20-10-2023,6,31-10-2023,17,10,GlobalHire,144,11750,36,Bachelor's,N,Y,Approved,0.198,Pakistan
APP031858,Europe,France,F1,Delhi Consulate,09-04-2018,16-04-2018,7,23-07-2018,105,20,MediHealth,154,3128,19,Master's,N,Y,Approved,0.148,France
APP031859,South America,Colombia,Tourist,San Francisco Consulate,04-04-2022,29-04-2022,25,20-05-2022,46,2,BuildIt,224,19333,31,High School,Y,Y,Approved,0.26,Colombia
APP031860,Oceania,New Zealand,F1,San Francisco Consulate,29-05-2018,23-06-2018,25,22-08-2018,85,2,GlobalHire,160,4101,17,PhD,N,N,Approved,0.165,New Zealand
APP031861,Europe,Germany,H4,Bangalore Consulate,19-10-2020,29-10-2020,10,17-12-2020,59,4,InfoCorp,593,24781,33,Bachelor's,Y,N,Approved,0.194,Germany
APP031862,South America,Chile,Family,London Consulate,07-11-2021,07-11-2021,0,13-01-2022,67,10,TechSolutions,3318,24668,38,Bachelor's,N,Y,Denied,0.174,Chile
APP031863,Asia,Bangladesh,Tourist,Chennai Consulate,06-06-2019,20-06-2019,14,23-06-2019,17,0,InfoCorp,806,24943,36,Bachelor's,Y,Y,Approved,0.322,Bangladesh
APP031864,Asia,UAE,Family,New York Consulate,10-08-2023,29-08-2023,19,26-10-2023,77,6,FinServ,171,23174,28,Diploma,Y,N,Approved,0.138,UAE
APP031865,Europe,Italy,B1/B2,Tokyo Consulate,09-09-2019,05-10-2019,26,01-10-2019,22,0,GlobalHire,177,11003,40,Bachelor's,Y,Y,Approved,0.287,Italy
APP031866,North America,USA,B1/B2,Chennai Consulate,04-07-2021,04-07-2021,0,29-07-2021,25,1,BuildIt,300,17340,55,Bachelor's,Y,N,Approved,0.288,USA
APP031867,Asia,Pakistan,F1,Chicago Consulate,22-06-2023,15-07-2023,23,06-10-2023,106,3,N/A,0,0,26,Bachelor's,N,Y,Approved,0.323,N/A
APP031868,Asia,Bangladesh,H1B,Dubai Consulate,10-08-2024,21-08-2024,11,04-12-2024,116,3,N/A,0,0,35,PhD,N,Y,Approved,0.113,N/A
APP031869,Oceania,New Zealand,Student (Other),Tokyo Consulate,19-09-2024,18-10-2024,29,22-12-2024,94,2,GlobalHire,337,8209,25,Master's,Y,N,Approved,0.119,New Zealand
APP031870,South America,Colombia,Business,Hyderabad Consulate,28-11-2024,15-12-2024,17,24-12-2024,26,9,GlobalHire,929,21641,51,Bachelor's,Y,Y,Approved,0.228,Colombia
APP031871,Oceania,Australia,Tourist,Paris Consulate,26-06-2018,15-07-2018,19,15-07-2018,19,2,TechSolutions,196,27491,24,Diploma,Y,Y,Approved,0.35,Australia
APP031872,Europe,France,Student (Other),Chennai Consulate,26-06-2022,15-07-2022,19,10-09-2022,76,6,N/A,0,0,24,Master's,N,Y,Approved,0.171,N/A
APP031873,Europe,Germany,Work (Other),New York Consulate,03-10-2019,12-10-2019,9,30-01-2020,119,8,BuildIt,999,76292,21,Bachelor's,Y,N,Approved,0.101,Germany
APP031874,Oceania,New Zealand,L1,Dubai Consulate,21-07-2021,11-08-2021,21,09-11-2021,111,7,N/A,0,0,28,Master's,N,N,Approved,0.106,N/A
APP031875,Oceania,Australia,Work (Other),Bangalore Consulate,24-09-2019,21-10-2019,27,22-12-2019,89,0,N/A,0,0,39,High School,Y,N,Approved,0.221,N/A
APP031876,North America,Mexico,J1,Mumbai Consulate,06-07-2022,21-07-2022,15,12-09-2022,68,8,BuildIt,146,18462,30,High School,Y,N,Approved,0.177,Mexico
APP031877,North America,Mexico,Student (Other),Hyderabad Consulate,08-06-2021,23-06-2021,15,21-09-2021,105,7,EduWorld,1525,8933,22,Master's,Y,Y,Approved,0.233,Mexico
APP031878,North America,Mexico,Work (Other),Paris Consulate,25-01-2024,09-02-2024,15,14-05-2024,110,1,EduWorld,379,22856,30,Bachelor's,Y,Y,Approved,0.098,Mexico
APP031879,Europe,Germany,Student (Other),Tokyo Consulate,28-11-2019,24-12-2019,26,26-02-2020,90,12,MediHealth,555,18677,23,Master's,Y,Y,Approved,0.122,Germany
APP031880,North America,Mexico,Business,Mumbai Consulate,04-06-2021,10-06-2021,6,07-06-2021,3,0,N/A,0,0,28,Master's,Y,Y,Approved,0.227,N/A
APP031881,North America,USA,H1B,Mumbai Consulate,11-06-2021,04-07-2021,23,19-11-2021,161,0,N/A,0,0,31,Master's,Y,Y,Approved,0.07,N/A
APP031882,Europe,Spain,Work (Other),San Francisco Consulate,08-09-2022,13-09-2022,5,09-12-2022,92,7,GlobalHire,1977,48403,24,Bachelor's,N,Y,Denied,0.122,Spain
APP031883,Europe,Poland,Student (Other),San Francisco Consulate,30-05-2021,08-06-2021,9,31-07-2021,62,2,MediHealth,233,9766,28,Bachelor's,N,Y,Approved,0.201,Poland
APP031884,Africa,Egypt,J1,Hyderabad Consulate,11-06-2024,19-06-2024,8,26-07-2024,45,0,BuildIt,255,10358,34,Bachelor's,Y,N,Approved,0.202,Egypt
APP031885,Asia,Japan,Work (Other),Bangalore Consulate,13-01-2025,07-02-2025,25,01-03-2025,47,2,InfoCorp,1103,37370,37,Master's,N,Y,Denied,0.16,Japan
APP031886,South America,Chile,L1,Berlin Consulate,18-02-2025,26-02-2025,8,26-05-2025,97,0,EduWorld,394,49161,24,Bachelor's,N,Y,Approved,0.141,Chile
APP031887,South America,Argentina,B1/B2,Tokyo Consulate,27-05-2020,29-05-2020,2,31-05-2020,4,1,FinServ,824,20477,38,Bachelor's,Y,Y,Approved,0.217,Argentina
APP031888,Europe,Italy,J1,Paris Consulate,01-05-2025,01-05-2025,0,21-06-2025,51,1,TechSolutions,588,1000,18,High School,Y,N,Approved,0.25,Italy
APP031889,Asia,Bangladesh,H1B,Berlin Consulate,03-05-2020,18-05-2020,15,10-10-2020,160,7,BuildIt,379,27178,47,Master's,Y,Y,Withdrawn,0.182,Bangladesh
APP031890,Africa,Nigeria,B1/B2,Delhi Consulate,14-11-2021,02-12-2021,18,08-12-2021,24,5,N/A,0,0,51,Bachelor's,Y,Y,Approved,0.21,N/A
APP031891,Asia,India,Family,Delhi Consulate,27-05-2022,29-05-2022,2,18-08-2022,83,3,N/A,0,0,49,Master's,Y,N,Approved,0.138,N/A
APP031892,Asia,India,F1,Sydney Consulate,04-11-2024,16-11-2024,12,02-01-2025,59,13,N/A,0,0,22,Master's,Y,N,Approved,0.186,N/A
APP031893,North America,USA,Student (Other),Berlin Consulate,23-02-2023,18-03-2023,23,06-07-2023,133,17,FinServ,88,9913,23,Diploma,Y,Y,Withdrawn,0.155,USA
APP031894,Oceania,Australia,Student (Other),Sydney Consulate,23-08-2022,10-09-2022,18,16-12-2022,115,3,InfoCorp,461,18207,21,PhD,Y,Y,Denied,0.23,Australia
APP031895,North America,Canada,F1,Delhi Consulate,12-02-2024,19-02-2024,7,05-06-2024,114,1,MediHealth,1876,6322,22,Bachelor's,N,N,Withdrawn,0.227,Canada
APP031896,Asia,Pakistan,F1,Chennai Consulate,19-11-2019,07-12-2019,18,01-02-2020,74,0,MediHealth,1076,5783,22,Bachelor's,N,Y,Approved,0.186,Pakistan
APP031897,Europe,UK,L1,Paris Consulate,29-03-2022,30-03-2022,1,26-07-2022,119,2,TechSolutions,775,102530,21,Bachelor's,Y,Y,Approved,0.084,UK
APP031898,Oceania,New Zealand,J1,Chennai Consulate,07-04-2020,17-04-2020,10,15-05-2020,38,1,BuildIt,120,1675,37,Diploma,Y,N,Approved,0.206,New Zealand
APP031899,Europe,Spain,H4,Chennai Consulate,13-11-2023,10-12-2023,27,10-03-2024,118,19,InfoCorp,103,13084,39,Diploma,N,Y,Approved,0.165,Spain
APP031900,Europe,Poland,H4,San Francisco Consulate,23-08-2023,23-08-2023,0,03-11-2023,72,2,MediHealth,1723,21983,38,High School,Y,Y,Approved,0.198,Poland
APP031901,North America,Canada,L1,New York Consulate,10-05-2024,27-05-2024,17,26-08-2024,108,3,TechSolutions,372,94484,33,PhD,N,Y,Approved,0.1,Canada
APP031902,North America,USA,L1,Dubai Consulate,02-09-2023,21-09-2023,19,08-01-2024,128,32,GlobalHire,366,88599,30,Bachelor's,Y,N,Approved,0.212,USA
APP031903,Europe,Germany,Family,New York Consulate,18-06-2021,12-07-2021,24,29-08-2021,72,1,FinServ,317,6645,26,Bachelor's,Y,Y,Withdrawn,0.313,Germany
APP031904,Oceania,New Zealand,Family,Paris Consulate,02-11-2018,05-11-2018,3,07-02-2019,97,7,TechSolutions,151,11045,18,Bachelor's,Y,N,Approved,0.169,New Zealand
APP031905,Asia,UAE,Work (Other),Mumbai Consulate,06-05-2021,08-06-2021,33,19-09-2021,136,5,MediHealth,170,34360,33,High School,N,Y,Approved,0.08,UAE
APP031906,Europe,UK,Work (Other),Tokyo Consulate,01-05-2019,16-05-2019,15,13-08-2019,104,4,FinServ,87,84982,35,Bachelor's,Y,Y,Withdrawn,0.109,UK
APP031907,Oceania,Australia,L1,Chennai Consulate,11-09-2018,24-09-2018,13,10-01-2019,121,0,N/A,0,0,37,Bachelor's,Y,Y,Approved,0.096,N/A
APP031908,South America,Chile,H4,Dubai Consulate,20-03-2024,14-04-2024,25,29-05-2024,70,0,N/A,0,0,40,Master's,N,Y,Denied,0.192,N/A
APP031909,Asia,Bangladesh,J1,Toronto Consulate,23-03-2024,01-04-2024,9,15-05-2024,53,1,EduWorld,84,35623,42,Bachelor's,N,Y,Approved,0.158,Bangladesh
APP031910,Africa,Kenya,H4,Sydney Consulate,05-05-2018,23-05-2018,18,10-07-2018,66,4,InfoCorp,247,26003,40,PhD,Y,N,Approved,0.195,Kenya
APP031911,Europe,France,B1/B2,Delhi Consulate,09-08-2022,22-09-2022,44,17-08-2022,8,5,TechSolutions,1464,13240,62,Master's,N,Y,Approved,0.241,France
APP031912,Oceania,Australia,L1,Toronto Consulate,27-10-2021,24-11-2021,28,26-01-2022,91,2,N/A,0,0,21,Diploma,Y,N,Approved,0.147,N/A
APP031913,Europe,Germany,Student (Other),London Consulate,16-02-2024,08-03-2024,21,01-06-2024,106,4,GlobalHire,711,9788,21,Master's,Y,N,Approved,0.119,Germany
APP031914,Oceania,New Zealand,Family,New York Consulate,16-09-2019,09-10-2019,23,06-12-2019,81,0,MediHealth,2608,24671,34,High School,Y,N,Approved,0.138,New Zealand
APP031915,Asia,Bangladesh,H1B,Chicago Consulate,25-12-2018,10-01-2019,16,20-04-2019,116,1,TechSolutions,518,31274,38,Master's,Y,Y,Approved,0.088,Bangladesh
APP031916,Asia,Japan,F1,Toronto Consulate,16-04-2021,04-05-2021,18,06-07-2021,81,11,EduWorld,125,14354,17,Bachelor's,Y,N,Denied,0.156,Japan
APP031917,Africa,Ghana,Business,Berlin Consulate,26-11-2022,20-12-2022,24,10-01-2023,45,3,InfoCorp,301,12054,30,High School,N,N,Approved,0.247,Ghana
APP031918,Europe,Netherlands,Work (Other),New York Consulate,14-01-2018,09-02-2018,26,14-05-2018,120,5,InfoCorp,476,38480,42,Bachelor's,Y,N,Withdrawn,0.14,Netherlands
APP031919,South America,Argentina,J1,Berlin Consulate,20-05-2020,10-06-2020,21,25-06-2020,36,1,TechSolutions,486,24762,48,PhD,Y,N,Withdrawn,0.226,Argentina
APP031920,South America,Argentina,Tourist,Chennai Consulate,28-10-2023,25-11-2023,28,19-12-2023,52,0,MediHealth,266,26799,53,Master's,Y,Y,Approved,0.166,Argentina
APP031921,Oceania,Australia,Tourist,London Consulate,26-06-2023,14-07-2023,18,19-07-2023,23,1,N/A,0,0,31,Master's,N,Y,Denied,0.241,N/A
APP031922,North America,Canada,B1/B2,Delhi Consulate,14-03-2021,18-04-2021,35,19-05-2021,66,18,GlobalHire,422,19372,34,Bachelor's,N,Y,Approved,0.198,Canada
APP031923,Oceania,Australia,L1,Paris Consulate,02-04-2022,18-04-2022,16,08-08-2022,128,8,FinServ,537,112270,29,Master's,Y,N,Approved,0.115,Australia
APP031924,Asia,Bangladesh,Work (Other),Chennai Consulate,24-09-2021,05-10-2021,11,18-12-2021,85,9,GlobalHire,354,60927,31,Bachelor's,N,Y,Denied,0.214,Bangladesh
APP031925,Africa,South Africa,L1,Chicago Consulate,30-04-2018,03-05-2018,3,25-07-2018,86,0,N/A,0,0,28,Diploma,Y,Y,Denied,0.185,N/A
APP031926,North America,Canada,H4,Tokyo Consulate,16-06-2018,26-06-2018,10,08-09-2018,84,14,EduWorld,630,28765,42,High School,Y,Y,Denied,0.149,Canada
APP031927,North America,Canada,F1,San Francisco Consulate,28-05-2021,07-06-2021,10,11-09-2021,106,5,EduWorld,330,4981,25,Bachelor's,Y,Y,Approved,0.098,Canada
APP031928,Europe,Italy,Tourist,Bangalore Consulate,02-04-2024,30-04-2024,28,22-06-2024,81,13,BuildIt,59,24551,29,Diploma,Y,N,Approved,0.371,Italy
APP031929,Asia,Bangladesh,F1,Sydney Consulate,27-02-2022,01-04-2022,33,16-05-2022,78,2,GlobalHire,1451,13504,21,Bachelor's,Y,Y,Approved,0.136,Bangladesh
APP031930,South America,Chile,J1,San Francisco Consulate,01-10-2021,08-10-2021,7,14-11-2021,44,1,MediHealth,898,15766,39,Bachelor's,Y,N,Approved,0.177,Chile
APP031931,Europe,Netherlands,J1,Chicago Consulate,29-11-2024,29-11-2024,0,07-02-2025,70,25,TechSolutions,38,23408,31,Bachelor's,N,Y,Approved,0.287,Netherlands
APP031932,Oceania,New Zealand,F1,Dubai Consulate,26-04-2024,22-05-2024,26,24-07-2024,89,6,EduWorld,174,9499,20,Master's,Y,Y,Approved,0.217,New Zealand
APP031933,Europe,Italy,Work (Other),Berlin Consulate,04-11-2024,08-12-2024,34,03-02-2025,91,9,MediHealth,1385,37042,29,Bachelor's,Y,N,Denied,0.18,Italy
APP031934,North America,Canada,F1,Delhi Consulate,12-08-2019,30-08-2019,18,12-11-2019,92,2,TechSolutions,258,6876,24,Bachelor's,N,Y,Approved,0.128,Canada
APP031935,North America,Mexico,J1,Berlin Consulate,07-12-2021,07-12-2021,0,16-02-2022,71,8,EduWorld,124,3251,29,Master's,Y,N,Approved,0.211,Mexico
APP031936,North America,Canada,F1,Hyderabad Consulate,10-10-2019,30-10-2019,20,26-01-2020,108,9,N/A,0,0,22,PhD,Y,N,Approved,0.161,N/A
APP031937,North America,Canada,H1B,Tokyo Consulate,25-06-2024,02-07-2024,7,31-10-2024,128,2,BuildIt,1486,118386,37,Bachelor's,Y,Y,Approved,0.323,Canada
APP031938,Africa,South Africa,B1/B2,Chennai Consulate,03-06-2021,26-06-2021,23,17-07-2021,44,7,MediHealth,887,13558,40,High School,Y,Y,Approved,0.203,South Africa
